sRNA	mRNA	IntaRNA_Score	Class
isar1	ssr3341	0.07762	0
psrr1	slr1425	0.07762	0
psrr1	ssr0390	0.07762	0
isar1	sgl0001	0.07692	0
psrr1	sll0383	0.07692	0
psrr1	ssr3409	0.07692	0
isar1	sll0007	0.07623	0
isar1	slr2024	0.07623	0
psrr1	sll0611	0.07623	0
isar1	sll0172	0.07554	0
isar1	sll1164	0.07554	0
isar1	slr0343	0.07554	0
isar1	ssr2843	0.07554	0
psrr1	sll0863	0.07554	0
isar1	sll0543	0.07486	0
psrr1	sll1803	0.07486	0
psrr1	slr2016	0.07486	0
isar1	sll1735	0.07417	0
isar1	sll1886	0.07417	0
isar1	slr0957	0.07417	0
isar1	slr1062	0.07417	0
isar1	sll0376	0.0735	0
isar1	sll1108	0.0735	0
isar1	slr0058	0.0735	0
isar1	sll0494	0.07283	0
psrr1	slr1914	0.07283	0
psrr1	ssl0738	0.07283	0
isar1	sll0608	0.07216	0
isar1	slr1002	0.07216	0
isar1	slr1421	0.07216	0
isar1	slr1684	0.07149	0
psrr1	sll0327	0.07149	0
psrr1	slr1614	0.07149	0
isar1	ssl1263	0.07083	0
psrr1	ssr2047	0.07083	0
isar1	slr0254	0.07018	0
isar1	slr1450	0.07018	0
psrr1	sll0549	0.07018	0
psrr1	sll1240	0.06953	0
isar1	sll0803	0.06888	0
isar1	sll0846	0.06888	0
psrr1	slr1542	0.06888	0
isar1	slr2067	0.06824	0
isar1	ssl1378	0.06824	0
isar1	sll1349	0.0676	0
isar1	sll1912	0.0676	0
isar1	ssr1604	0.0676	0
psrr1	sll1800	0.0676	0
isar1	slr0265	0.06696	0
isar1	ssl2233	0.06696	0
isar1	ssr1041	0.06633	0
psrr1	sll0488	0.06633	0
isar1	ssl2923	0.0657	0
psrr1	slr0345	0.0657	0
psrr1	slr1160	0.0657	0
isar1	sll1407	0.06508	0
psrr1	sll0506	0.06508	0
psrr1	slr0878	0.06508	0
psrr1	slr2010	0.06508	0
isar1	sll1845	0.06446	0
isar1	ssr2972	0.06446	0
psrr1	sll0423	0.06446	0
psrr1	slr0012	0.06446	0
isar1	slr0041	0.06385	0
isar1	slr0980	0.06385	0
psrr1	slr1675	0.06324	0
psrr1	ssr2016	0.06324	0
isar1	slr0313	0.06263	0
isar1	sgl0002	0.06203	0
psrr1	ssr3307	0.06203	0
isar1	sll1102	0.06143	0
isar1	slr2107	0.06143	0
psrr1	ssr2194	0.06143	0
isar1	sll1462	0.06025	0
isar1	sll1486	0.06025	0
isar1	sll1472	0.05966	0
isar1	ssl0461	0.05966	0
psrr1	sll1323	0.05966	0
psrr1	slr1062	0.05908	0
psrr1	slr1394	0.05908	0
isar1	slr1614	0.0585	0
isar1	slr1982	0.0585	0
isar1	ssr1386	0.0585	0
psrr1	sll0063a	0.0585	0
psrr1	sll1666	0.0585	0
psrr1	slr0328	0.0585	0
isar1	ssl0564	0.05792	0
psrr1	slr0895	0.05792	0
isar1	sll1030	0.05735	0
isar1	sll1809	0.05735	0
psrr1	slr2008	0.05735	0
isar1	sll1785	0.05679	0
isar1	ssl2971	0.05679	0
psrr1	slr0582	0.05679	0
psrr1	slr1999	0.05679	0
psrr1	slr2135	0.05679	0
psrr1	ssr2799	0.05679	0
psrr1	ssr3304	0.05679	0
isar1	sll0022	0.05622	0
isar1	sll1819	0.05622	0
isar1	slr0350	0.05622	0
isar1	slr0703	0.05622	0
isar1	slr1097	0.05622	0
isar1	slr1949	0.05622	0
psrr1	ssr3571	0.05622	0
isar1	sll1547	0.05566	0
psrr1	slr0055	0.05566	0
isar1	sll0541	0.05511	0
isar1	slr0036	0.05511	0
psrr1	slr2033	0.05511	0
isar1	sll1507	0.05456	0
psrr1	sll1769	0.05456	0
psrr1	slr1219	0.05456	0
psrr1	ssl1533	0.05456	0
psrr1	ssl2598	0.05456	0
isar1	sll1808	0.05401	0
isar1	slr2070	0.05401	0
isar1	ssl2384	0.05401	0
isar1	ssr0332	0.05401	0
isar1	sll1797	0.05347	0
isar1	sll0419	0.05293	0
isar1	sll1451	0.05293	0
isar1	slr1023	0.05293	0
isar1	slr1599	0.05293	0
psrr1	sll0385	0.05293	0
psrr1	sll0543	0.05293	0
isar1	slr0589	0.05239	0
isar1	slr1815	0.05239	0
isar1	ssr0102	0.05239	0
isar1	slr0509	0.05186	0
psrr1	sll1596	0.05186	0
isar1	ssl2874	0.05133	0
psrr1	sll0913	0.05133	0
isar1	sll1485	0.05081	0
isar1	slr0602	0.05081	0
isar1	ssr0692	0.05081	0
isar1	sll1620	0.05029	0
isar1	slr2033	0.05029	0
psrr1	ssl2922	0.05029	0
isar1	slr0012	0.04977	0
isar1	slr0922	0.04977	0
isar1	ssr1425	0.04977	0
psrr1	slr1240	0.04977	0
psrr1	slr0790	0.04926	0
isar1	sll1408	0.04875	0
isar1	slr0462	0.04875	0
psrr1	slr0881	0.04875	0
psrr1	sll1811	0.04825	0
psrr1	slr1417	0.04825	0
isar1	ssr3467	0.04775	0
psrr1	sll1405	0.04775	0
psrr1	ssr0482	0.04775	0
isar1	ssl0259	0.04725	0
isar1	sll0047	0.04675	0
isar1	sll0368	0.04675	0
isar1	slr0022	0.04675	0
psrr1	slr0757	0.04675	0
psrr1	slr1079	0.04675	0
isar1	sll0666	0.04626	0
isar1	slr0668	0.04578	0
isar1	slr1069	0.04578	0
isar1	sll0565	0.0453	0
isar1	slr1005	0.0453	0
isar1	slr1417	0.0453	0
isar1	slr2112	0.0453	0
isar1	ssr2067	0.0453	0
psrr1	sll1749a	0.0453	0
psrr1	slr1046	0.0453	0
isar1	sll1307	0.04482	0
isar1	sll1926	0.04482	0
isar1	slr0291	0.04482	0
isar1	sll1097	0.04434	0
psrr1	ssl1923	0.04434	0
psrr1	ssr1375	0.04434	0
isar1	sll0716	0.04387	0
isar1	ssr1765	0.04387	0
psrr1	slr0041	0.04387	0
isar1	slr0852	0.04248	0
psrr1	ssr2802	0.04248	0
isar1	sll0517	0.04202	0
isar1	sll1915	0.04202	0
psrr1	slr0946	0.04202	0
isar1	slr1438	0.04157	0
psrr1	ssl0546	0.04112	0
isar1	sll0609	0.04067	0
isar1	sll1504	0.04067	0
psrr1	sll1078	0.04067	0
psrr1	ssl0563	0.04067	0
isar1	ssr0657	0.04023	0
psrr1	sll1912	0.04023	0
psrr1	slr0945	0.04023	0
psrr1	ssl2542	0.04023	0
isar1	ssl1464	0.03979	0
isar1	sll0372	0.03935	0
isar1	slr0724	0.03935	0
isar1	slr1601	0.03935	0
isar1	ssl0350	0.03935	0
isar1	sll1376	0.03892	0
isar1	sll1862	0.03892	0
isar1	slr1234	0.03807	0
isar1	ssr3452	0.03807	0
psrr1	slr1576	0.03807	0
isar1	sll1078	0.03723	0
isar1	sll1675	0.03681	0
isar1	sll1950	0.03599	0
isar1	sll1715	0.03519	0
psrr1	sll1245	0.03519	0
psrr1	slr0233	0.03519	0
psrr1	slr0847	0.03519	0
isar1	ssl1807	0.03479	0
psrr1	slr1611	0.03479	0
isar1	smr0001	0.0344	0
psrr1	slr1148	0.0344	0
isar1	slr0948	0.034	0
isar1	slr1394	0.034	0
psrr1	ssl1426	0.034	0
psrr1	ssr1480	0.03362	0
psrr1	sgl0002	0.03285	0
psrr1	ssr1258	0.03285	0
isar1	slr1770	0.03247	0
isar1	ssl1690	0.03247	0
psrr1	sll1483	0.0321	0
psrr1	sml0006	0.0321	0
isar1	ssr2439	0.03173	0
isar1	sll1325	0.03136	0
isar1	slr0300	0.03063	0
psrr1	sll1101	0.03063	0
isar1	slr1241	0.03027	0
psrr1	sll0822	0.03027	0
psrr1	ssl3712	0.03027	0
isar1	sll1514	0.02992	0
isar1	ssl1784	0.02992	0
isar1	ssl1972	0.02992	0
isar1	ssr0693	0.02992	0
psrr1	sml0001	0.02992	0
isar1	slr0920	0.02957	0
isar1	sll1327	0.02887	0
psrr1	sll1873	0.02887	0
isar1	slr1168	0.02853	0
isar1	slr1184	0.02853	0
isar1	sll0545	0.02819	0
isar1	slr1025	0.02819	0
psrr1	slr1770	0.02819	0
psrr1	ssr2130	0.02819	0
psrr1	ssl0461	0.02752	0
psrr1	ssl1633	0.02752	0
psrr1	ssr3465	0.02752	0
psrr1	sll1745	0.02719	0
psrr1	ssl0483	0.02719	0
isar1	slr1205	0.02686	0
psrr1	sll1715	0.02686	0
psrr1	sll0456	0.02654	0
psrr1	ssl2138	0.02654	0
psrr1	ssl2615	0.02654	0
isar1	sll0314	0.02622	0
isar1	slr1583	0.02622	0
psrr1	sll1821	0.0259	0
psrr1	slr1042	0.0259	0
psrr1	slr1780	0.0259	0
isar1	sll1028	0.02558	0
isar1	ssl0410	0.02558	0
psrr1	sll1763	0.02558	0
psrr1	sll1832	0.02527	0
psrr1	slr2006	0.02496	0
isar1	sll1029	0.02465	0
isar1	sll1574	0.02465	0
isar1	ssl0020	0.02465	1
psrr1	slr1234	0.02465	0
isar1	ssr2317	0.02435	0
isar1	ssr3304	0.02435	0
psrr1	sll0922	0.02435	0
psrr1	slr1915	0.02435	0
isar1	slr1856	0.02405	0
isar1	ssl1426	0.02405	0
psrr1	sll1194	0.02405	0
psrr1	sll1262	0.02405	0
psrr1	sml0004	0.02405	0
psrr1	ssr2831	0.02405	0
psrr1	ssr2898	0.02405	0
isar1	slr0601	0.02375	0
isar1	ssl2471	0.02375	0
isar1	sll1068	0.02346	0
isar1	slr0487	0.02346	0
psrr1	ssl2971	0.02316	0
psrr1	slr1327	0.02259	0
isar1	ssr1527	0.02202	0
isar1	ssr2912	0.02202	0
psrr1	ssl2471	0.02174	0
isar1	slr1236	0.02147	0
isar1	ssr0756	0.02147	0
isar1	ssr2708	0.02147	0
isar1	sll0678	0.0212	0
isar1	slr0579	0.02093	0
isar1	sll0364	0.02066	0
isar1	slr1649	0.02066	0
isar1	ssr2962	0.02039	0
psrr1	sll2006	0.02039	0
psrr1	ssr3383	0.02013	0
psrr1	slr1004	0.01962	0
isar1	ssl3383	0.01911	0
psrr1	sll1029	0.01886	0
psrr1	smr0007	0.01861	0
isar1	slr1839	0.01837	0
psrr1	smr0009	0.01837	0
psrr1	ssr3188	0.01837	0
isar1	sll1160	0.01813	0
isar1	slr0770	0.01789	0
isar1	ssl1300	0.01789	0
isar1	ssl3432	0.01765	0
isar1	sll1483	0.01742	0
isar1	smr0011	0.01696	0
isar1	slr1628	0.01628	0
psrr1	slr0231	0.01628	0
isar1	sll1062	0.01563	0
isar1	sll1281	0.01521	0
isar1	ssr2049	0.015	0
psrr1	sll1817	0.015	0
isar1	slr0676	0.0148	0
isar1	ssr0256	0.0148	0
isar1	sll1515	0.01439	0
psrr1	ssl2069	0.01439	0
psrr1	ssl3177	0.01439	0
isar1	ssr2406	0.01419	0
isar1	slr0960	0.01361	0
psrr1	ssr2087	0.01361	0
isar1	ssl0296	0.01342	0
isar1	sll1596	0.01304	0
psrr1	ssl1498	0.01304	0
psrr1	sll1062	0.01286	0
isar1	ssr2422	0.01268	0
psrr1	ssl0312	0.01197	0
psrr1	ssr1398	0.01197	0
isar1	sll0863	0.01163	0
isar1	slr0867	0.01146	0
isar1	ssl0832	0.01146	0
isar1	sll1957	0.0113	0
isar1	slr1859	0.0113	0
isar1	ssr3184	0.0113	0
isar1	ssr0109	0.01113	0
psrr1	slr1170	0.01113	0
psrr1	slr0164	0.01097	0
isar1	ssl1911	0.01065	0
psrr1	sll1578	0.0105	1
psrr1	slr1003	0.0105	0
isar1	ssr3189	0.01019	0
psrr1	slr1023	0.01004	0
psrr1	sml0008	0.01004	1
psrr1	ssl0331	0.00974	0
psrr1	slr0601	0.00946	0
psrr1	sll0083	0.00931	0
psrr1	smr0003	0.00917	0
psrr1	slr1516	0.00904	0
psrr1	ssr3467	0.0089	0
isar1	slr0588	0.00837	0
isar1	ssr2142	0.00824	0
psrr1	ssl2733	0.00824	0
isar1	slr1219	0.00812	0
isar1	slr0518	0.00799	0
isar1	slr1004	0.00762	0
psrr1	ssl1378	0.00762	0
psrr1	ssr1176	0.00751	0
isar1	ssl0331	0.00739	0
isar1	sll0819	0.00727	0
isar1	ssl1045	0.00693	0
psrr1	ssl0750	0.00672	0
isar1	ssl0453	0.0065	0
isar1	slr0740	0.0064	0
isar1	ssr1399	0.0063	0
isar1	ssr0349	0.0059	0
isar1	ssl3335	0.00552	0
isar1	slr2041	0.00534	0
isar1	ssl2717	0.00491	0
psrr1	ssl1507	0.00483	0
psrr1	ssr2317	0.00483	0
isar1	sll0442	0.00436	0
isar1	smr0007	0.00436	0
isar1	sll0082	0.00429	0
isar1	slr0790	0.00421	0
isar1	slr0262	0.00414	0
psrr1	sll1515	0.004	0
psrr1	ssl1911	0.00393	0
isar1	ssr2318	0.00366	0
isar1	ssr2130	0.00341	0
psrr1	sll1514	0.00329	0
isar1	sml0008	0.00323	0
isar1	ssr3571	0.00318	0
psrr1	ssl3383	0.00301	0
psrr1	slr1001	0.0028	0
psrr1	ssl3437	0.0026	0
psrr1	ssl0438	0.00211	0
isar1	slr1006	0.00195	0
isar1	sll1400	0.00192	0
isar1	smr0006	0.00188	0
isar1	sml0007	0.00181	0
isar1	ssl3769	0.00164	0
isar1	ssl1498	0.00157	0
isar1	slr1912	0.00154	0
psrr1	ssl3382	0.00148	0
psrr1	ssr1736	0.00148	0
isar1	slr2110	0.00142	0
isar1	ssl3177	0.0014	0
isar1	slr1986	0.00137	0
psrr1	sll1411	0.00134	0
isar1	ssr3383	0.00131	0
isar1	ssl1417	0.00126	0
psrr1	sml0003	0.00118	0
psrr1	ssr0657	0.00114	0
isar1	slr0519	0.00109	0
psrr1	ssr2142	0.00105	0
isar1	ssl2733	0.00096	0
isar1	ssr3409	0.00079	0
psrr1	sml0002	0.00076	0
isar1	ssl1633	0.00074	0
isar1	sll1796	0.00065	1
psrr1	ssr3189	0.00059	0
isar1	sll0426	0.00053	0
isar1	slr1001	0.00044	0
isar1	ssl2598	0.00038	0
psrr1	ssl1520	0.00036	0
isar1	ssr2802	0.00034	0
isar1	sll1851	0.00033	0
psrr1	ssr1155	3.00E-04	0
isar1	slr0821	0.00027	0
psrr1	ssr1768	0.00026	0
isar1	sll1455	0.00024	0
psrr1	ssr2049	0.00023	0
psrr1	ssr2611	0.00023	0
psrr1	ssl1045	0.00017	0
isar1	sml0001	0.00011	0
isar1	ssl3093	1.00E-04	0
psrr1	sml0007	7.00E-05	0
psrr1	smr0010	7.00E-05	0
psrr1	ssl3445	5.00E-05	0
isar1	ssl3446	3.00E-05	0
isar1	ssr2047	2.00E-05	0
isar1	smr0003	1.00E-05	0
isar1	ssr2549	1.00E-05	0
psrr1	smr0004	0	0
