sRNA	mRNA	CopraRNA_Score	Class
dsra	waag	0.30105	0
fnrs	rfah	0.30105	0
rsex	rpod	0.30103	0
glmz	ycea	0.30101	0
istr	ydhi	0.30101	0
cyar	wcaj	0.30099	0
mcas	nfrb	0.30098	0
sgrs	ftnb	0.30097	0
gcvb	cydc	0.30095	0
spf	nary	0.30095	0
rpra	phnc	0.30092	0
sgrs	mscm	0.30092	0
omrb	nusa	0.30088	0
glmz	btuc	0.30087	0
dsra	ygfb	0.30081	0
oxys	pdxj	0.3008	0
fnrs	rnpa	0.30075	0
mica	yaeq	0.30075	0
rybb	nagc	0.30073	0
gcvb	lldp	0.30068	0
rpra	ygiq	0.30068	0
sgrs	iap	0.30067	0
mcas	pinq	0.30064	0
gcvb	yehr	0.30061	0
rydc	ynee	0.3006	0
rpra	pcnb	0.30059	0
mica	ydgj	0.30058	0
micc	hism	0.30057	0
fnrs	moda	0.30055	0
spf	glk	0.30052	0
arcz	yjfi	0.30051	0
chix	yaer	0.30048	0
rybb	kdpc	0.30044	0
cyar	cynx	0.30042	0
micf	spec	0.30042	0
rsex	yiiq	0.3004	0
micc	rrrq	0.30039	0
cyar	yhdx	0.30037	0
mica	gapa	0.30037	0
rsex	frma	0.30037	0
ryhb	nepi	0.30034	0
rsex	metn	0.30028	0
omrb	pnca	0.30024	0
arcz	ybha	0.30019	0
istr	bira	0.30019	0
mcas	putp	0.30017	0
sgrs	ycjm	0.30015	0
istr	yabi	0.30014	0
omra	cbta	0.30013	0
rsex	pure	0.30013	0
rybb	prfc	0.30013	0
glmz	seqa	0.3001	0
cyar	rpst	0.30006	0
micf	ydfz	0.30003	0
spf	yfce	0.30002	0
rydc	blc	0.30001	0
ryhb	menb	0.3	0
istr	biof	0.29998	0
mica	dsbc	0.29998	0
micc	rbn	0.29997	0
micf	moda	0.29997	0
fnrs	cyoa	0.29993	0
micc	trka	0.29991	0
glmz	flgn	0.2999	0
omra	alx	0.29989	0
mcas	psut	0.29988	0
rsex	xerc	0.29986	0
chix	ytfj	0.29982	0
rydc	rsxa	0.29981	0
rydc	purf	0.2998	0
fnrs	purh	0.29979	0
arcz	arti	0.29977	0
omra	lpxa	0.29977	0
rsex	yfcs	0.29976	0
oxys	rpls	0.29975	0
micf	dcus	0.29973	0
mcas	yaji	0.29971	0
rydc	ftsb	0.29971	0
glmz	artp	0.2997	0
omrb	fiu	0.2997	0
rsex	narg	0.29966	0
rsex	grea	0.29964	0
dsra	proc	0.29963	0
ryhb	yiid	0.29963	0
mica	alae	0.29962	0
dsra	yfeo	0.2996	0
omrb	tatd	0.29954	0
istr	cbpm	0.29945	0
istr	fief	0.29945	0
ryhb	satp	0.29945	0
rsex	ahpc	0.29944	0
ryhb	rnha	0.29944	0
omrb	tas	0.29941	0
rybb	lrha	0.2994	0
rydc	pdxa	0.2994	0
glmz	cnu	0.29934	0
dsra	glga	0.29932	0
spf	ompt	0.29923	0
cyar	yiho	0.29922	0
sgrs	acrd	0.29918	0
chix	blc	0.29917	0
rydc	yehr	0.29913	0
glmz	yeee	0.29908	0
rsex	cspc	0.29906	0
istr	yaaj	0.29902	0
istr	yede	0.29902	0
rydc	hyaf	0.29902	0
chix	gyrb	0.29901	0
dsra	accc	0.29901	0
oxys	gsia	0.29899	0
cyar	ldha	0.29896	0
glmz	yedf	0.29896	0
istr	rcda	0.29893	0
rydc	yhid	0.29892	0
fnrs	flgm	0.2989	0
rsex	caie	0.29889	0
rybb	ydhk	0.29887	0
sgrs	trpa	0.29887	0
rsex	uvrc	0.29882	0
cyar	spec	0.29881	0
oxys	diaa	0.29881	0
micf	ptsh	0.29879	0
spf	recb	0.29875	0
gcvb	alas	0.29874	0
omrb	fucr	0.29869	0
oxys	pdxb	0.29868	0
chix	umud	0.29865	0
ryhb	trpr	0.29864	0
ryhb	slyb	0.29862	0
glmz	exut	0.2986	0
micf	gpma	0.2986	0
rybb	muts	0.29854	0
spf	rpsl	0.29852	0
sgrs	nana	0.29849	0
omrb	yehw	0.29847	0
mcas	rodz	0.29845	0
rybb	ahpc	0.29844	0
chix	rimp	0.29842	0
rpra	rhtc	0.29833	0
istr	yccs	0.29831	0
sgrs	waao	0.29821	0
gcvb	sgcc	0.2982	0
mica	ycei	0.29818	0
micc	yqgb	0.29818	0
gcvb	ompl	0.29817	0
gcvb	cobs	0.29815	0
glmz	ybjp	0.29815	0
micf	entd	0.29815	0
oxys	cyse	0.29812	0
omrb	rlml	0.29811	0
omra	ydej	0.29809	0
micc	trea	0.29807	0
chix	grxc	0.29805	0
rydc	fadk	0.29805	0
omrb	yraj	0.29804	0
chix	alac	0.29799	0
ryhb	riha	0.29796	0
omrb	tig	0.29792	0
micc	csph	0.29785	0
cyar	ycai	0.2978	0
ryhb	rpmg	0.2978	0
chix	yedk	0.29768	0
oxys	flid	0.29764	0
arcz	fold	0.29762	0
fnrs	rffg	0.29761	0
ryhb	yjfp	0.29759	0
mica	psug	0.29758	0
oxys	waaq	0.29758	0
oxys	glpc	0.29757	0
dsra	artm	0.29755	0
glmz	hypf	0.29753	0
glmz	yebz	0.29753	0
rsex	znuc	0.29752	0
istr	glrk	0.29747	0
mcas	uspa	0.29747	0
ryhb	ybeq	0.29747	0
mica	yjfm	0.29746	0
omrb	lpxd	0.29746	0
dsra	gntt	0.29742	0
fnrs	etta	0.29742	0
micf	sdhe	0.29739	0
rsex	yecr	0.29736	0
micc	ubia	0.29732	0
gcvb	recr	0.29723	0
micc	gspe	0.29723	0
omra	ruvb	0.29723	0
sgrs	xylr	0.29722	0
mcas	mioc	0.29718	0
ryhb	tuse	0.29716	0
chix	bsss	0.29712	0
spf	ypfj	0.29707	0
mcas	ybcv	0.29705	0
rpra	ydjk	0.29705	0
mica	yhfu	0.29702	0
rsex	ydbh	0.29699	0
rsex	yedk	0.29698	0
oxys	cmtb	0.29696	0
micc	ibpb	0.29694	0
oxys	astb	0.29694	0
sgrs	dmla	0.29693	0
gcvb	flk	0.29692	0
rpra	ydja	0.29691	0
dsra	yggi	0.2969	0
rsex	glcc	0.29687	0
mica	yjfj	0.29684	0
ryhb	ydjm	0.2968	0
micc	panc	0.29679	0
oxys	yrap	0.29678	0
chix	lyxk	0.29675	0
dsra	yciz	0.29672	0
micf	qsec	0.29671	0
glmz	ycie	0.29669	0
mcas	azuc	0.29668	0
rybb	dnat	0.29665	0
rsex	csda	0.29659	0
glmz	ynjf	0.29656	0
istr	mcbr	0.29656	0
mica	ybbo	0.29656	0
spf	ftsx	0.29655	0
rsex	ynfl	0.29654	0
rydc	ihfa	0.29652	0
rybb	uspa	0.29651	0
omra	hded	0.2965	0
gcvb	tate	0.29648	0
ryhb	fpr	0.29647	0
ryhb	sapb	0.29646	0
rydc	ymdf	0.29643	0
oxys	lgot	0.29641	0
cyar	ygbn	0.2964	0
arcz	narz	0.29633	0
mcas	wbbj	0.29625	0
spf	paaa	0.29625	0
micf	blr	0.29622	0
rpra	yqce	0.29622	0
mica	yfdp	0.29621	0
micc	lpxa	0.29618	0
rydc	entd	0.29618	0
rsex	fepe	0.29617	0
arcz	edd	0.29613	0
omra	yjga	0.29613	0
spf	ycjy	0.29613	0
glmz	ttda	0.29612	0
oxys	pta	0.29611	0
oxys	prpc	0.2961	0
gcvb	yegt	0.29609	0
omrb	ybav	0.29608	0
fnrs	rpon	0.29605	0
rsex	ynch	0.29604	0
micf	yneg	0.29601	0
arcz	hha	0.296	0
mica	tors	0.29598	0
chix	ycbk	0.29597	0
gcvb	sola	0.29597	0
micf	yafn	0.29596	0
mcas	kefg	0.29593	0
arcz	paaz	0.29592	0
mica	gaty	0.29592	0
mcas	trma	0.29591	0
dsra	ves	0.29589	0
omrb	ybed	0.29587	0
omra	rlua	0.29586	0
rsex	fima	0.29583	0
rydc	glng	0.29579	0
ryhb	ompt	0.29578	0
oxys	gspm	0.29577	0
rpra	add	0.29577	0
rpra	ydch	0.29577	0
rybb	ydiv	0.29577	0
chix	ispb	0.29572	0
gcvb	yjco	0.29568	0
rybb	iclr	0.29568	0
mica	yhhx	0.29567	0
oxys	ssea	0.29567	0
mica	nusg	0.29566	0
chix	arad	0.29565	0
istr	ddlb	0.29564	0
rydc	otsa	0.29564	0
micf	tyrb	0.29563	0
spf	nrfb	0.29563	0
rydc	yneg	0.29561	0
ryhb	flhd	0.29561	0
rybb	pepn	0.2956	0
rybb	citt	0.2955	0
gcvb	phep	0.29549	0
sgrs	yihg	0.29547	0
omrb	lpxc	0.29542	0
rydc	rnha	0.29542	0
omra	dmla	0.29538	0
rybb	iscs	0.29535	0
oxys	ygam	0.29532	0
rsex	yeey	0.29528	0
rsex	brnq	0.29524	0
istr	wech	0.29523	0
mcas	folm	0.29515	0
sgrs	leuc	0.29515	0
rpra	lold	0.29513	0
sgrs	rlmm	0.29509	0
rybb	gfcd	0.29507	0
rydc	yfgo	0.29507	0
chix	yciw	0.29506	0
rydc	ribd	0.29506	0
rsex	rlml	0.29504	0
rydc	yihd	0.29498	0
oxys	fdx	0.29497	0
istr	ygdd	0.29494	0
arcz	xdhd	0.2949	0
rpra	mdfa	0.29487	0
cyar	prea	0.29485	0
rpra	rfbd	0.2948	0
istr	yafd	0.29476	0
rybb	lipa	0.29473	0
micc	pota	0.29471	0
micc	guab	0.29466	0
rybb	aroc	0.29462	0
sgrs	yjga	0.29454	0
micc	pyrf	0.29453	0
chix	fdhe	0.29451	0
micf	hha	0.2945	0
rybb	rsma	0.29448	0
omra	yicc	0.29446	0
omrb	yjfm	0.29445	0
micc	yhdp	0.29438	0
rybb	clsa	0.29437	0
ryhb	yjgn	0.29436	0
rsex	hybb	0.29432	0
rsex	tusd	0.29431	0
omra	ymja	0.29428	0
omrb	adhe	0.29423	0
oxys	frya	0.29417	0
rsex	puur	0.29411	0
arcz	rlmb	0.29406	0
rybb	nsrr	0.29404	0
dsra	rpsp	0.29403	0
glmz	ybdd	0.29402	0
omra	xylb	0.29401	0
omrb	puur	0.29401	0
rydc	narx	0.29401	0
oxys	hycf	0.29397	0
rpra	rplf	0.29397	0
oxys	rrab	0.29395	0
micc	nusb	0.29394	0
spf	malk	0.29394	0
omra	ygcu	0.29393	0
fnrs	tmk	0.2939	0
gcvb	bglj	0.2939	0
glmz	ycei	0.2939	0
dsra	yial	0.29389	0
micc	yadv	0.29389	0
chix	meni	0.29388	0
dsra	dsbc	0.29387	0
chix	hspq	0.29383	0
dsra	trxb	0.29383	0
arcz	hola	0.29374	0
rybb	fau	0.29372	0
chix	ygdd	0.29369	0
micf	wece	0.29368	0
sgrs	yrdd	0.29366	0
gcvb	yedf	0.29364	0
rydc	flid	0.29364	0
mcas	ynjd	0.29362	0
mcas	luxs	0.29361	0
mica	eutg	0.29361	0
glmz	mltf	0.2936	0
spf	guaa	0.29353	0
rsex	dgot	0.29351	0
gcvb	dnat	0.29349	0
ryhb	yrbl	0.29348	0
istr	psts	0.29343	0
gcvb	rplk	0.29341	0
istr	ycjy	0.29338	0
spf	torr	0.29335	0
arcz	csgf	0.29332	0
cyar	nrdb	0.29331	0
istr	der	0.29329	0
spf	syme	0.29325	0
mica	flhd	0.29324	0
mica	arfa	0.29322	0
oxys	lldd	0.29321	0
mcas	trpa	0.29318	0
glmz	yiaw	0.29316	0
chix	yide	0.29313	0
rpra	mepa	0.29313	0
cyar	psta	0.29312	0
micc	nird	0.2931	0
mica	znta	0.29307	0
istr	dgcz	0.29305	0
glmz	acps	0.29303	0
mcas	rrab	0.29303	0
cyar	yeex	0.293	0
dsra	btuf	0.29298	0
rydc	yced	0.29296	0
ryhb	gltp	0.29294	0
glmz	phnf	0.29289	0
chix	trpc	0.29286	0
rybb	znub	0.29286	0
rsex	ycjx	0.29283	0
dsra	yhfg	0.29279	0
mica	uspc	0.29279	0
rsex	ghos	0.29278	0
rpra	php	0.29277	0
cyar	ulab	0.29272	0
rybb	yqab	0.29267	0
glmz	prlc	0.29262	0
istr	ydgi	0.29262	0
spf	ybdg	0.29261	0
ryhb	prov	0.2926	0
mcas	yegi	0.29259	0
arcz	puta	0.29258	0
rpra	qued	0.29253	0
omrb	rlub	0.29252	0
rydc	adia	0.29252	0
rsex	rpme	0.29251	0
micc	yeee	0.29249	0
dsra	ydcy	0.29245	0
glmz	baes	0.29245	0
micc	yqik	0.2924	0
dsra	ybeq	0.29235	0
micf	ydiv	0.29231	0
arcz	mioc	0.29229	0
rsex	yagm	0.29227	0
ryhb	hsra	0.29227	0
micc	qued	0.29226	0
omrb	stha	0.29222	0
micf	pepn	0.29219	0
sgrs	ycem	0.29217	0
rsex	ycix	0.29216	0
fnrs	ispa	0.29215	0
omrb	kdpb	0.29213	0
glmz	alac	0.29212	0
oxys	lysr	0.29212	0
mica	ymfq	0.29209	0
micf	yafd	0.29206	0
omra	yjji	0.29202	0
fnrs	gard	0.292	0
spf	adia	0.29195	0
rybb	rbba	0.29193	0
mcas	nage	0.29192	0
mcas	grca	0.29191	0
rydc	rfbc	0.29191	0
fnrs	hyae	0.29189	0
istr	ycgj	0.29188	0
micc	ccmb	0.29186	0
ryhb	yeiw	0.29185	0
ryhb	glgs	0.29179	0
rybb	yibf	0.29175	0
chix	rpls	0.29171	0
sgrs	hisc	0.2917	0
spf	envc	0.2917	0
mica	lolb	0.29169	0
arcz	atpa	0.29168	0
glmz	upp	0.29167	0
rsex	pnp	0.29167	0
mcas	hyaf	0.29166	0
omra	yegi	0.29164	0
glmz	murb	0.29162	0
mica	ygdr	0.29158	0
mica	cbea	0.29151	0
cyar	yddw	0.29148	0
fnrs	araj	0.29142	0
glmz	phea	0.2914	0
istr	clpx	0.29136	0
rydc	rsta	0.29136	0
omra	tora	0.29135	0
oxys	rplf	0.29132	0
sgrs	riml	0.2913	0
rydc	yhhs	0.29127	0
mcas	arod	0.29126	0
chix	zint	0.29125	0
rybb	zupt	0.29124	0
micf	ynfl	0.29123	0
ryhb	acrr	0.29123	0
rpra	cysm	0.29122	0
dsra	uspf	0.29118	0
ryhb	lepa	0.29118	0
spf	phob	0.29118	0
fnrs	yhdj	0.29106	0
rybb	yodd	0.29105	0
ryhb	ygbi	0.29105	0
micc	ycjm	0.29104	0
omrb	mend	0.29102	0
micf	usg	0.291	0
rsex	mnts	0.291	0
rpra	yqfa	0.29099	0
chix	hicb	0.29098	0
chix	sbcd	0.29097	0
micc	yhcd	0.29097	0
spf	fmt	0.29097	0
micf	viaa	0.29094	0
sgrs	gltp	0.29094	0
rybb	pspd	0.29092	0
ryhb	yegd	0.29088	0
micf	atob	0.29083	0
micc	epd	0.29081	0
mcas	yjch	0.29078	0
micf	cysc	0.29073	0
spf	pgi	0.29072	0
fnrs	mrca	0.29071	0
glmz	artq	0.2907	0
cyar	fold	0.29067	0
oxys	nupc	0.29066	0
oxys	fbaa	0.29064	0
oxys	fucr	0.29059	0
glmz	ycjw	0.29058	0
istr	ymia	0.29056	0
ryhb	holc	0.29052	0
spf	cspa	0.29051	0
micf	sers	0.2905	0
rybb	mtfa	0.2905	0
chix	fre	0.29049	0
mica	yadm	0.29045	0
ryhb	hyaf	0.29043	0
arcz	ais	0.29038	0
dsra	clsc	0.29034	0
rpra	tdce	0.29034	0
mcas	lptg	0.29033	0
micc	pstb	0.29028	0
ryhb	cspd	0.29026	0
spf	gard	0.29025	0
mcas	yehw	0.29024	0
rpra	serb	0.29022	0
omra	yqeb	0.29021	0
dsra	yejl	0.2902	0
dsra	ispb	0.29015	0
chix	yciz	0.2901	0
mcas	malg	0.2901	0
glmz	yihs	0.29009	0
ryhb	rob	0.29007	0
omra	mlc	0.29006	0
fnrs	rplj	0.29004	0
glmz	malp	0.29003	0
arcz	ebgr	0.29002	0
ryhb	yhdy	0.29002	0
omra	allr	0.29001	0
micc	mrda	0.28998	0
omra	acrb	0.28997	0
oxys	htpx	0.28996	0
micf	copa	0.28993	0
ryhb	glnq	0.2899	0
micf	dcuc	0.28987	0
mcas	ygex	0.28984	0
rpra	aste	0.28982	0
istr	oppc	0.2898	0
micc	ribe	0.28977	0
oxys	eutq	0.28977	0
rydc	yggi	0.28977	0
mica	pmrd	0.28969	0
oxys	amtb	0.28966	0
chix	btub	0.28965	0
arcz	rnt	0.28964	0
rydc	uraa	0.28964	0
micf	loip	0.28962	0
oxys	yihq	0.2896	0
chix	yqej	0.28956	0
omra	ydbj	0.28955	0
rpra	bcsb	0.28951	0
spf	cysn	0.28951	0
chix	yihx	0.28949	0
rybb	sgrt	0.28947	0
micc	mioc	0.28942	0
spf	mngb	0.28941	0
mcas	trkg	0.2894	0
micc	ybdf	0.28939	0
mcas	crp	0.28938	0
omrb	ynaj	0.28935	0
sgrs	hmp	0.2893	0
cyar	pstb	0.28922	0
glmz	ptsp	0.28918	0
micc	flda	0.28918	0
micf	glya	0.28918	0
rydc	rpls	0.28918	0
omrb	gmd	0.28917	0
mica	rraa	0.28915	0
rydc	fabi	0.28912	0
gcvb	pola	0.28911	0
rybb	psuk	0.2891	0
istr	acra	0.28909	0
sgrs	thil	0.28908	0
spf	fimb	0.28908	0
glmz	ygbk	0.28905	0
glmz	lspa	0.28904	0
mica	miaa	0.28897	0
rsex	cyss	0.28893	0
cyar	ydcf	0.28891	0
ryhb	malk	0.28885	0
micc	yhje	0.28882	0
gcvb	ykgj	0.28881	0
mcas	rute	0.2888	0
chix	eptb	0.28878	0
chix	rsme	0.28878	0
micf	ycia	0.28876	0
rpra	rihc	0.28875	0
mcas	yeag	0.28872	0
rsex	xdhb	0.28872	0
dsra	yhcn	0.28866	0
mcas	yjab	0.28865	0
oxys	cobb	0.28861	0
mcas	fece	0.28857	0
micf	map	0.28857	0
dsra	yidq	0.28855	0
omra	napd	0.28854	0
sgrs	fryc	0.28853	0
fnrs	rpsu	0.28852	0
dsra	uraa	0.28851	0
rsex	ghxq	0.2885	0
rydc	paba	0.28848	0
micf	xyle	0.28847	0
rpra	macb	0.28847	0
mcas	pssa	0.28843	0
rsex	hyfd	0.2884	0
rydc	yehb	0.28836	0
dsra	umpg	0.28835	0
istr	lpxm	0.28835	0
glmz	plig	0.28834	0
spf	yfgd	0.28834	0
rydc	fabg	0.28833	0
omrb	yddb	0.28831	0
mcas	coaa	0.2883	0
gcvb	chbb	0.28828	0
mica	yrfg	0.28826	0
fnrs	caie	0.2882	0
glmz	tufb	0.28818	0
rybb	secg	0.28818	0
micc	wcam	0.28812	0
rsex	ybit	0.28805	0
chix	tatc	0.28803	0
micf	tyrp	0.28803	0
rsex	dsbg	0.28795	0
mcas	gpr	0.28792	0
micc	yhfs	0.2879	0
mcas	ydes	0.28789	0
chix	dtpd	0.28788	0
gcvb	nudi	0.28787	0
micc	ular	0.28787	0
micf	hybe	0.28786	0
sgrs	mali	0.28785	0
chix	ysab	0.28784	0
rybb	yqik	0.28782	0
mcas	naph	0.28781	0
omrb	pgpa	0.2878	0
rydc	thya	0.28775	0
rpra	arsc	0.28773	0
spf	ydhl	0.28771	0
rydc	naru	0.28769	0
spf	cobc	0.28766	0
istr	metk	0.28764	0
spf	yohf	0.28762	0
fnrs	gntu	0.28759	0
spf	yqej	0.28755	0
chix	trg	0.28754	0
fnrs	ttda	0.28754	0
glmz	tfar	0.28754	0
mcas	rpod	0.28749	0
mica	citt	0.28749	0
omrb	ybdj	0.28748	0
chix	iscr	0.28745	0
omra	ydgd	0.28744	0
rydc	yjih	0.28744	0
fnrs	nusg	0.28741	0
glmz	yrda	0.28733	0
dsra	yjjv	0.28732	0
rsex	yfgg	0.28727	0
omrb	dnaj	0.28721	0
oxys	pepq	0.28717	0
ryhb	cyaa	0.28712	0
rydc	emre	0.28711	0
omrb	yjfi	0.2871	0
mica	paac	0.28709	0
arcz	ppsr	0.28706	0
dsra	yjfm	0.28704	0
omrb	arpa	0.28703	0
istr	bcse	0.28701	0
dsra	wzzb	0.287	0
ryhb	nikb	0.28691	0
rydc	rsec	0.28688	0
cyar	rnd	0.28687	0
mica	lexa	0.28687	0
glmz	elyc	0.28685	0
rpra	ugpe	0.28683	0
rybb	ibag	0.28682	0
dsra	gmk	0.28678	0
glmz	dicc	0.28678	0
rybb	purb	0.28678	0
rybb	yhcn	0.28677	0
micc	atpd	0.28675	0
omra	ceda	0.28675	0
istr	sspa	0.28672	0
micf	gapa	0.2867	0
cyar	cadb	0.28669	0
ryhb	dead	0.28667	0
ryhb	yqei	0.28667	0
spf	dnae	0.28663	0
micf	pyrc	0.2866	0
cyar	gark	0.28657	0
mica	mlad	0.2865	0
oxys	yfco	0.2865	0
cyar	alx	0.28645	0
fnrs	accd	0.28641	0
oxys	iscs	0.28641	0
micf	cvpa	0.2864	0
rsex	pepe	0.28639	0
micf	greb	0.28638	0
rybb	ypha	0.28638	0
arcz	pbpc	0.28637	0
oxys	fnr	0.28636	0
rydc	ydhj	0.28636	0
omra	ycem	0.28632	0
ryhb	add	0.28631	0
rpra	psts	0.2863	0
omrb	yffb	0.28629	0
dsra	nhaa	0.28627	0
spf	yhhm	0.28627	0
glmz	glpa	0.28613	0
mica	nfsb	0.28613	0
omra	bsma	0.28611	0
micf	hoka	0.2861	0
istr	mine	0.28601	0
rydc	hsdm	0.286	0
glmz	ecnb	0.28599	0
micc	mpaa	0.28598	0
arcz	sped	0.28595	0
mcas	narq	0.28595	0
rydc	ycgx	0.28593	0
chix	epd	0.28592	0
rybb	ytfe	0.28592	0
oxys	ves	0.2859	0
ryhb	ybaq	0.28589	0
mcas	ydau	0.28588	0
rydc	lexa	0.28584	0
istr	epd	0.2858	0
micf	dacb	0.28574	0
oxys	ibpb	0.28574	0
rsex	pncb	0.28571	0
spf	atoc	0.2857	0
mcas	ghot	0.28564	0
rsex	fabi	0.28564	0
sgrs	glpb	0.28564	0
mcas	fdhe	0.28561	0
dsra	frwc	0.2856	0
rybb	araf	0.2856	0
omrb	yidj	0.28558	0
micf	rlmi	0.28557	0
istr	yqjg	0.28554	0
istr	gatb	0.28551	0
rybb	ycjp	0.28551	0
cyar	rpmi	0.28545	0
glmz	trea	0.28544	0
mcas	flge	0.28543	0
rydc	rimp	0.28539	0
ryhb	yhdt	0.28537	0
ryhb	ytjc	0.28535	0
dsra	yeed	0.28533	0
chix	ydji	0.28527	0
micc	yjig	0.28526	0
istr	muri	0.28524	0
istr	yicj	0.28524	0
spf	bcsf	0.28523	0
mcas	chia	0.2852	0
micc	yads	0.28518	0
micf	yddw	0.28514	0
rpra	yjir	0.28513	0
ryhb	mltf	0.28513	0
rybb	csid	0.28509	0
mcas	argp	0.28501	0
rydc	nuoh	0.28493	0
sgrs	yfbk	0.28493	0
gcvb	lysc	0.2849	0
rydc	yjhh	0.28488	0
omra	pyri	0.28487	0
ryhb	yhjb	0.28487	0
micc	yjdj	0.28486	0
rydc	glxr	0.28486	0
dsra	glgx	0.28481	0
mica	yobd	0.2848	0
spf	prpr	0.2848	0
ryhb	metn	0.28471	0
micf	yfbs	0.2847	0
rpra	yigz	0.28465	0
spf	gpmm	0.28464	0
gcvb	pnta	0.28463	0
ryhb	yebv	0.28456	0
cyar	gsia	0.28453	0
dsra	gudx	0.28451	0
istr	uxac	0.28448	0
oxys	rpia	0.28448	0
rsex	trpa	0.28447	0
omrb	ygbk	0.28442	0
micf	secf	0.28441	0
arcz	yebv	0.28436	0
rpra	rpoc	0.28435	0
rsex	fkpb	0.28429	0
oxys	cusb	0.28427	0
micf	tomb	0.28424	0
rydc	artq	0.2842	0
fnrs	pare	0.28417	0
arcz	nsrr	0.28412	0
istr	csid	0.28411	0
omra	bioc	0.28411	0
rsex	nudf	0.28408	0
rsex	tmca	0.28407	0
glmz	yfcv	0.28404	0
istr	cuta	0.28403	0
oxys	paod	0.28402	0
rsex	dtpc	0.28401	0
fnrs	phnp	0.28397	0
ryhb	yidp	0.28392	0
glmz	pstc	0.28391	0
glmz	yfcq	0.28391	0
ryhb	hisp	0.28388	0
istr	napb	0.28385	0
ryhb	zitb	0.28383	0
mcas	nirb	0.2838	0
fnrs	dmsa	0.28379	0
omra	yeac	0.2837	0
oxys	fsab	0.2837	0
rpra	ydgk	0.2837	0
sgrs	gntt	0.2837	0
oxys	metj	0.28368	0
omra	emra	0.28367	0
rsex	ddpx	0.28366	0
omra	ydjy	0.28363	0
istr	yjfc	0.28362	0
omra	fdnh	0.28361	0
micc	cuta	0.28358	0
micc	rfba	0.28351	0
arcz	recf	0.2835	0
arcz	xsea	0.28349	0
omra	yiay	0.28349	0
dsra	fadi	0.28348	0
micc	sana	0.28346	0
ryhb	ynee	0.28339	0
arcz	gltb	0.28336	0
oxys	narz	0.28336	0
chix	rsmi	0.28335	0
chix	opgc	0.2833	0
oxys	dmla	0.28329	0
glmz	yqel	0.28327	0
omrb	waay	0.28325	0
glmz	nikr	0.28322	0
rybb	dut	0.28317	0
rybb	fadb	0.28316	0
rpra	spec	0.28315	0
rydc	argh	0.28314	0
ryhb	alse	0.28312	0
arcz	gspg	0.28309	0
mica	ubif	0.28307	0
micc	yiha	0.28305	0
spf	mutt	0.28302	0
gcvb	fklb	0.28299	0
rybb	hemf	0.28294	0
fnrs	amia	0.28289	0
spf	nika	0.28289	0
rsex	rava	0.28288	0
dsra	folc	0.28287	0
micf	ydbh	0.2828	0
micc	ghxp	0.28278	0
rsex	tdcf	0.28275	0
fnrs	rpoa	0.28267	0
glmz	otsb	0.28267	0
dsra	yfcs	0.28262	0
mica	lipb	0.28262	0
rsex	ompw	0.28258	0
sgrs	ybhg	0.28258	0
cyar	thic	0.28256	0
cyar	ycar	0.28252	0
dsra	sfsb	0.28252	0
omra	djlb	0.28252	0
sgrs	mglb	0.28252	0
istr	yhjv	0.28251	0
fnrs	znuc	0.28248	0
chix	meti	0.28242	0
fnrs	purd	0.28242	0
chix	phes	0.28241	0
chix	lsrf	0.2823	0
dsra	lsrf	0.28229	0
mcas	hyad	0.28227	0
omra	tusb	0.28225	0
omrb	yeen	0.28224	0
micf	ccme	0.2822	0
omrb	yiaw	0.2822	0
mcas	arof	0.28218	0
rydc	yjco	0.28215	0
micc	rpmf	0.28214	0
omra	trxb	0.28214	0
rybb	glyq	0.28214	0
micf	folm	0.28213	0
dsra	dcd	0.28211	0
rsex	agab	0.28206	0
rsex	rpoc	0.28206	0
rydc	erpa	0.28205	0
rpra	rpmd	0.28202	0
cyar	fbab	0.282	0
omra	alls	0.282	0
rybb	ybdk	0.28198	0
dsra	gltb	0.28197	0
glmz	rpoz	0.28192	0
rpra	nuoe	0.28186	0
micf	arok	0.28184	0
sgrs	yggp	0.28182	0
chix	gltd	0.2818	0
dsra	bcsg	0.2818	0
glmz	ypdc	0.28179	0
mcas	ftsn	0.28179	0
omra	npr	0.28172	0
mcas	bamd	0.28169	0
arcz	yjem	0.28164	0
mcas	msrb	0.28163	0
omra	arsc	0.28162	0
micf	lpoa	0.28161	0
sgrs	rrab	0.2816	0
spf	cobs	0.2816	0
omra	rtca	0.28155	0
rsex	tomb	0.28153	0
spf	fixx	0.28151	0
ryhb	flgh	0.28148	0
istr	yfek	0.28146	0
dsra	ugpq	0.28144	0
dsra	atpb	0.28137	0
glmz	yhcc	0.28134	0
omra	malz	0.28134	0
omrb	clsb	0.28132	0
cyar	mdfa	0.2813	0
sgrs	psie	0.2813	0
omrb	ytfp	0.28129	0
rydc	nrff	0.28127	0
rsex	yjeo	0.28125	0
sgrs	cfa	0.28125	0
rsex	elfd	0.28123	0
glmz	dnaa	0.28117	0
gcvb	ybjc	0.28114	0
arcz	rsxg	0.28113	0
omrb	elfg	0.28112	0
chix	argd	0.28111	0
chix	yaiw	0.2811	0
rydc	poti	0.28108	0
micc	yiag	0.28107	0
rybb	foca	0.28105	0
rsex	ndh	0.28103	0
micc	dgot	0.28102	0
rpra	srle	0.28101	0
chix	frsa	0.281	0
rydc	glnp	0.28099	0
micf	mlaa	0.28096	0
rybb	purd	0.28094	0
